"area"	"key"	"local"
"2300"	"NCHY"	"4941"	"surface water maximum contaminant level (mcl) standards adopted to protect the public water supply designated use"
"2301"	"NCHY"	"4942"	"recreation- full contact"
"2302"	"NCHY"	"4943"	"recreation- incidental contact"
"2303"	"NCHY"	"4944"	"aquatic life- class 1 cold water salmonid propagation"
"2304"	"NCHY"	"4945"	"aquatic life- class 2 cold water salmonid growth"
"2305"	"NCHY"	"4946"	"aquatic life- class 1 cool water fish propagation"
"2306"	"NCHY"	"4947"	"aquatic life- class 2 cool water fish marginal propagation"
"2307"	"NCHY"	"4948"	"aquatic life- class 1 warm water fish propagation"
"2308"	"NCHY"	"4949"	"aquatic life- class 2 warm water fish marginal propagation"
"2309"	"NCHY"	"4950"	"aquatic life- class 1 no fish"
"2310"	"NCHY"	"4951"	"aquatic life- class 2 no fish"
"2311"	"NCHY"	"4952"	"domestic- water supply"
"2312"	"NCHY"	"4953"	"agricultural uses- livestock"
"2313"	"NCHY"	"4954"	"agricultural uses- irrigation"
"2314"	"NCHY"	"4955"	"agricultural uses- southern boundary"
"2315"	"NCHY"	"4956"	"agricultural uses- northern boundary"
"2316"	"NCHY"	"4957"	"agricultural uses- tributaries"
"2317"	"OHKA"	"4528"	"surface waters"
"2318"	"OHKA"	"4529"	"mixing zones"
"2319"	"OHKA"	"4530"	"surface to the bottom or surface to the bottom of the epilimnion (if stratified)"
"2320"	"OHKA"	"4531"	"coldwater fishery use"
"2321"	"OHKA"	"4532"	"warmwater fishery use"
"2322"	"OHKA"	"4533"	"marginal coldwater fishery use"
"2323"	"OHKA"	"4534"	"primary contact ceremonial use"
"2324"	"OHKA"	"4535"	"primary contact recreational use"
"2325"	"OHKA"	"4536"	"secondary contact recreational use"
"2326"	"OHKA"	"4537"	"agricultural water supply use"
"2327"	"OHKA"	"4538"	"agricultural water supply use - livestock watering"
"2328"	"OHKA"	"4539"	"agricultural water supply use - irrigation"
"2329"	"OHKA"	"4540"	"segment of the Rio Grande that passes through the Ohkay Owingeh Reservation, including all tributaries and branches"
"2330"	"OHKA"	"4541"	"segment of the Rio Chama that passes through the Ohkay Owingeh Reservation, including all tributaries and branches"
"2331"	"OHKA"	"4542"	"Ohkay Owingeh Tribal Lakes"
"2332"	"OHKA"	"4543"	"the Acequia Madre (Ohkay Owingeh Main Ditch); the San Rafeal de Guique (El Guique) Ditch; the Chamita Community (Chamita) Ditch; the Upper Alcalde-Ohkay Owingeh (Alcalde) Ditch; the El Llano Ditch; the El Llano cattle watering tanks; the Pueblito ponds; the Yungue Spring; the Santa Cruz Ditch; the Salazar Ditch; the Hernandez Ditch; the Vigils Ditch; the Chinguague stream; all within Township 21 North, Range 8 East"
"2333"	"OHKA"	"4544"	"segment of the Rio Grande that passes through the Ohkay Owingeh Reservation, including all tributaries and branches; primary contact uses"
"2334"	"PGSK"	"4706"	"surface waters"
"2335"	"PGSK"	"4707"	"domestic water supply"
"2336"	"PGSK"	"4708"	"agricultural water supply"
"2337"	"PGSK"	"4709"	"recreational and cultural use"
"2338"	"PGSK"	"4710"	"salmon spawning, egg incubation, and fry emergence"
"2339"	"PGSK"	"4711"	"salmon rearing"
"2340"	"PGSK"	"4712"	"cold water biota"
"2341"	"PGSK"	"4713"	"salmonid and other fish migration, rearing, spawning, and harvesting (marine waters)"
"2342"	"PGSK"	"4714"	"shellfish and crustacean spawning, rearing, and harvesting"
"2343"	"ACO"	"4888"	"surface waters"
"2344"	"ACO"	"4889"	"cold water fisheries"
"2345"	"ACO"	"4890"	"warm water fisheries"
"2346"	"ACO"	"4891"	"warmwater habitat"
"2347"	"ACO"	"4892"	"coldwater habitat"
"2348"	"ACO"	"4893"	"ephemeral"
"2349"	"ACO"	"4894"	"fish consumption"
"2350"	"ACO"	"4895"	"domestic water source (DWS) and groundwater recharge (GWR)"
"2351"	"ACO"	"4896"	"agricultural irrigation (AgI)"
"2352"	"ACO"	"4897"	"agricultural livestock watering (AgL)"
"2353"	"ACO"	"4898"	"primary contact recreation (PCR)"
"2354"	"ACO"	"4899"	"partial body contact (PBC)"
"2355"	"ACO"	"4900"	"aquatic and wildlife (cold), aquatic and wildlife (warm), and aquatic and wildlife (ephemeral)"
"2356"	"ISL"	"4516"	"surface waters"
"2357"	"ISL"	"4517"	"mixing zones"
"2358"	"ISL"	"4518"	"coldwater fisheries"
"2359"	"ISL"	"4519"	"warmwater fisheries"
"2360"	"ISL"	"4520"	"marginal coldwater fisheries"
"2361"	"ISL"	"4521"	"primary contact ceremonial use"
"2362"	"ISL"	"4522"	"primary contact recreational use"
"2363"	"ISL"	"4523"	"agricultural water supply use for livestock watering"
"2364"	"ISL"	"4524"	"agricultural water supply use for irrigation watering"
"2365"	"ISL"	"4525"	"wildlife usage"
"2366"	"ISL"	"4526"	"early fish life stages present"
"2367"	"ISL"	"4527"	"early fish life stages absent"
"2368"	"LAG"	"5000"	"surface waters"
"2369"	"LAG"	"5001"	"primary human contact/ceremonial"
"2370"	"LAG"	"5002"	"secondary human contact"
"2371"	"LAG"	"5003"	"wildlife habitat"
"2372"	"LAG"	"5004"	"high-quality coldwater fishery"
"2373"	"LAG"	"5005"	"coldwater fishery"
"2374"	"LAG"	"5006"	"warmwater fishery"
"2375"	"LAG"	"5007"	"irrigation"
"2376"	"LAG"	"5008"	"livestock and wildlife watering"
"2377"	"LAG"	"5009"	"drinking water"
"2378"	"LAG"	"5010"	"domestic water supply: Alluvial Aquifer"
"2379"	"LAG"	"5011"	"domestic water supply: Gallup Sandstone"
"2380"	"LAG"	"5012"	"domestic water supply: San Andres-Glorieta"
"2381"	"LAG"	"5013"	"domestic water supply: Dakota Sandstone Aquifer"
"2382"	"LAG"	"5014"	"domestic water supply: Morrison Formation"
"2383"	"LAG"	"5015"	"domestic water supply: Entrada Sandstone"
"2384"	"LAG"	"5016"	"domestic water supply: Chinle Formation"
"2385"	"LAG"	"5017"	"domestic water supply: Basalt Aquifer (Mt Taylor Basalt, Laguna Basalt, Suwanee Basalt)"
"2386"	"LAG"	"5018"	"domestic water supply: Santa Fe Aquifer Group"
"2387"	"NAM"	"4581"	"surface waters"
"2388"	"NAM"	"4582"	"cold water fisheries"
"2389"	"NAM"	"4583"	"warm water fisheries"
"2390"	"NAM"	"4584"	"high quality coldwater fishery use"
"2391"	"NAM"	"4585"	"high quality coldwater fishery use, marginal coldwater fishery use, and warmwater fishery use"
"2392"	"NAM"	"4586"	"marginal coldwater fishery use"
"2393"	"NAM"	"4587"	"livestock watering and wildlife habitat use"
"2394"	"NAM"	"4588"	"irrigation use"
"2395"	"NAM"	"4589"	"recharge of domestic water supply"
"2396"	"NAM"	"4590"	"primary contact"
"2397"	"NAM"	"4591"	"primary contact, industrial and municipal water supply use, high quality coldwater fishery use, marginal coldwater fishery use, and warmwater fishery use"
"2398"	"NAM"	"4592"	"industrial and municipal water supply use"
"2399"	"PIC"	"4571"	"surface waters"
"2400"	"PIC"	"4572"	"cold water fisheries"
"2401"	"PIC"	"4573"	"warm water fisheries"
"2402"	"PIC"	"4574"	"high quality coldwater fishery use"
"2403"	"PIC"	"4575"	"marginal coldwater use"
"2404"	"PIC"	"4576"	"fisheries"
"2405"	"PIC"	"4577"	"livestock watering and wildlife habitat use"
"2406"	"PIC"	"4578"	"irrigation use"
"2407"	"PIC"	"4579"	"recharge of domestic water supply"
"2408"	"PIC"	"4580"	"primary contact"
"2409"	"POJ"	"4605"	"surface waters"
"2410"	"POJ"	"4606"	"cold water fisheries"
"2411"	"POJ"	"4607"	"warm water fisheries"
"2412"	"POJ"	"4608"	"segments designated for irrigation"
"2413"	"POJ"	"4609"	"segments designated for livestock and wildlife habitat"
"2414"	"POJ"	"4610"	"segments designated for groundwater recharge"
"2415"	"POJ"	"4611"	"segments designated for primary contact"
"2416"	"POJ"	"4612"	"segments designated for marginal coldwater fisheries"
"2417"	"POJ"	"4613"	"segment of the Rio Pojoaque which passes through the Pueblo of Pojoaque, including all tributaries and branches"
"2418"	"POJ"	"4614"	"segment of the Rio Tesuque which passes through the Pueblo of Pojoaque, including all tributaries and branches"
"2419"	"POJ"	"4615"	"segment of the Rio Nambe which passes through the Pueblo of Pojoaque, including all tributaries and branches"
"2420"	"POJ"	"4616"	"irrigation ponds"
"2421"	"SAND"	"4683"	"Coolwater Aquatic Life/Fishery"
"2422"	"SAND"	"4684"	"surface water"
"2423"	"SAND"	"4685"	"coldwater aquatic life/fisheries"
"2424"	"SAND"	"4686"	"warmwater aquatic life/fisheries"
"2425"	"SAND"	"4687"	"domestic water supply"
"2426"	"SAND"	"4688"	"primary contact ceremonial"
"2427"	"SAND"	"4689"	"primary contact recreation"
"2428"	"SAND"	"4690"	"secondary contact recreation"
"2429"	"SAND"	"4691"	"agricultural water supply"
"2430"	"SAND"	"4692"	"agricultural water supply for livestock"
"2431"	"SAND"	"4693"	"agricultural watter supply for irrigation"
"2432"	"SAND"	"4694"	"fish culture"
"2433"	"SAND"	"4695"	"industrial water supply"
"2434"	"SAND"	"4696"	"domestic water supply"
"2435"	"SAND"	"4697"	"wildlife habitat"
"2436"	"SAND"	"4698"	"segment of the Rio Grande that passes through the PUEBLO OF SANDIA Reservation, from a northernmost point located in Township 13 North, Range 4 East, Section 31, Southeast Quarter of the Northwest Quarter of the Southeast Quarter, to a southernmost point located in Township 11 North, Range 3 East, Section 3, Northeast Quarter of the Northwest Quarter of the Southwest Quarter, and the following waterways: Albuquerque Main Canal, Bernalillo Acequia, Corrales Main Canal, Sandia Acequia and Wasteway, Alameda Lateral, Bosque Lateral No. 2, and Sandia Lateral No. 2 (Station 426+00 at Albuquerque Main Canal)."
"2437"	"SAND"	"4699"	"Albuquerque Riverside Drain and Extension, Bernalillo Interior Drain (Atrisco Feeder), No Name Drain, Charlie Teas Lateral, Alameda Lateral, Sandia Lakes"
"2438"	"SAND"	"4700"	"springs and run-off ponds at the base of Sandia Mountain"
"2439"	"SAND"	"4701"	"surface water ponds/wetlands in the Pueblo of Sandia Bosque"
"2440"	"SAND"	"4702"	"Albuquerque Metropolitan Arroyo Flood Control Authority (AMAFCA) North Diversion Channel (the outlet or waters west of the equipment crossing, officially called the pilot channel) within the exterior boundaries of the PUEBLO of SANDIA"
"2441"	"SAND"	"4703"	"fish consumption and other (not to exceed)"
"2442"	"SAND"	"4704"	"water consumption"
"2443"	"SAND"	"4705"	"drinking water"
"2444"	"STANA"	"5148"	"surface waters"
"2445"	"STANA"	"5149"	"coolwater aquatic life/fisheries"
"2446"	"STANA"	"5150"	"warmwater aquatic life/fisheries"
"2447"	"STANA"	"5151"	"domestic water supply"
"2448"	"STANA"	"5152"	"harmful effects are likely to be observed in aquatic life"
"2449"	"STANA"	"5153"	"primary contact ceremonial use"
"2450"	"STANA"	"5154"	"primary contact recreation use"
"2451"	"STANA"	"5155"	"domestic water suply use"
"2452"	"STANA"	"5156"	"agricultural water supply use- livestock"
"2453"	"STANA"	"5157"	"agricultural water supply use- irrigation"
"2454"	"STANA"	"5158"	"agricultural water supply use"
"2455"	"STANA"	"5159"	"rio jemez reach 1"
"2456"	"STANA"	"5160"	"rio jemez reach 2"
"2457"	"STANA"	"5161"	"rio jemez reach 3"
"2458"	"STANA"	"5162"	"rio jemez reach 4"
"2459"	"STANA"	"5163"	"rio grande reach 1"
"2460"	"STANA"	"5164"	"rio grande reach 2"
"2461"	"STANA"	"5165"	"rio grande reach 3"
"2462"	"STANA"	"5166"	"middle rio grande conservancy district albuqurque main canal"
"2463"	"STANA"	"5167"	"riverside drain"
"2464"	"STANA"	"5168"	"ponds"
"2465"	"STANA"	"5169"	"arroyos/ephemeral streams/springs"
"2466"	"STANA"	"5170"	"fish consumption and other aquatic organisms"
"2467"	"STANA"	"5171"	"water consumption"
"2468"	"STCLA"	"4562"	"surface waters"
"2469"	"STCLA"	"4563"	"cold water fisheries"
"2470"	"STCLA"	"4564"	"marginal cold water fisheries"
"2471"	"STCLA"	"4565"	"warm water fisheries"
"2472"	"STCLA"	"4566"	"fish culture and high-quality cold water fisheries"
"2473"	"STCLA"	"4567"	"irrigation water use"
"2474"	"STCLA"	"4568"	"ground-water recharge, domestic, municipal, and industrial water supply uses"
"2475"	"STCLA"	"4569"	"livestock and wildlife uses"
"2476"	"STCLA"	"4570"	"primary contact uses"
"2477"	"TAOS"	"4767"	"surface waters"
"2478"	"TAOS"	"4768"	"drinking water"
"2479"	"TAOS"	"4769"	"domestic water supply"
"2480"	"TAOS"	"4770"	"wildlife habitat"
"2481"	"TAOS"	"4771"	"cold water fishery"
"2482"	"TAOS"	"4772"	"high quality cold water fishery"
"2483"	"TAOS"	"4773"	"agriculture and wildlife watering: irrigation criterion"
"2484"	"TAOS"	"4774"	"agriculture and wildlife watering: wildlife and livestock watering criterion"
"2485"	"TAOS"	"4775"	"aquatic life"
"2486"	"TAOS"	"4776"	"ceremonial use- primary human contact"
"2487"	"TESU"	"4777"	"surface waters"
"2488"	"TESU"	"4778"	"cold water fisheries"
"2489"	"TESU"	"4779"	"warm water fishery use"
"2490"	"TESU"	"4780"	"high quality coldwater fishery use"
"2491"	"TESU"	"4781"	"livestock watering and wildlife habitat use"
"2492"	"TESU"	"4782"	"irrigation use"
"2493"	"TESU"	"4783"	"groundwater recharge"
"2494"	"TESU"	"4784"	"primary contact"
"2495"	"PUYA"	"4554"	"class AA"
"2496"	"PUYA"	"4555"	"class A"
"2497"	"PUYA"	"4556"	"class B"
"2498"	"PUYA"	"4557"	"class C"
"2499"	"PUYA"	"4558"	"lake class"
"2500"	"PUYA"	"4559"	"surface waters"
"2501"	"PUYA"	"4560"	"fresh water AA, A, and lake class uses"
"2502"	"PUYA"	"4561"	"marine water and fresh water B and C class uses"
"2503"	"PYRA"	"4901"	"Pyramid Lake- Aquatic Life, Water of Special Ecological Significance (WSES)"
"2504"	"PYRA"	"4902"	"Pyramid Lake- Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), Extraordinary Aesthetic Value (EXAV), Indigenous Aquatic Life (INAL)"
"2505"	"PYRA"	"4903"	"Pyramid Lake- Aquatic Life, Water of Special Ecological Significance (WSES), Wildlife and Wildlife Habitat (WILD)"
"2506"	"PYRA"	"4904"	"Pyramid Lake- Aquatic Life, Water of Special Ecological Significance (WSES), Extraordinary Aesthetic Value (EXAV), Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1)"
"2507"	"PYRA"	"4905"	"Pyramid Lake"
"2508"	"PYRA"	"4906"	"Pyramid Lake- Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1)"
"2509"	"PYRA"	"4907"	"Pyramid Lake- Cold Freshwater Habitat (COLD), Water of Special Ecological Significance (WSES), Extraordinary Aesthetic Value (EXAV), Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), Sport fishing (SPFS), Aquaculture (AQUA), Spawning (SPWN), Rare (RARE)"
"2510"	"PYRA"	"4908"	"Pyramid Lake- Aquatic Life, Water of Special Ecological Significance (WSES), Extraordinary Aesthetic Value (EXAV)"
"2511"	"PYRA"	"4918"	"Pyramid Lake or Truckee River- Aquatic Life"
"2512"	"PYRA"	"4919"	"Pyramid Lake or Truckee River- Irrigation (IRRG)"
"2513"	"PYRA"	"4920"	"Pyramid Lake or Truckee River- Livestock Watering (LSWT)"
"2514"	"PYRA"	"4921"	"Pyramid Lake Reservation Surface Waters"
"2515"	"PYRA"	"4922"	"Pyramid Lake Reservation Surface Waters- Fish consumption"
"2516"	"PYRA"	"5357"	"Truckee River Wadsworth to Dead Ox- Aquatic Life"
"2517"	"PYRA"	"5358"	"Truckee River Wadsworth to Dead Ox- Aquatic Life, Irrigation (IRRG), Livestock Watering (LSWT)"
"2518"	"PYRA"	"5359"	"Truckee River Wadsworth to Dead Ox- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2"
"2519"	"PYRA"	"5360"	"Truckee River Wadsworth to Dead Ox- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2, Extraordinary Aesthetic Value (EXAV)"
"2520"	"PYRA"	"5361"	"Truckee River Wadsworth to Dead Ox- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2, Wildlife and Wildlife Habitat (WILD)"
"2521"	"PYRA"	"5362"	"Truckee River Wadsworth to Dead Ox- Aquatic Life, Water of Special Ecological Significance (WSES)"
"2522"	"PYRA"	"5363"	"Truckee River Wadsworth to Dead Ox- Freshwater Replenishment (FRSH), Aquatic Life, Water of Special Ecological Significance (WSES)"
"2523"	"PYRA"	"5364"	"Truckee River Wadsworth to Dead Ox- Irrigation (IRRG), Water of Special Ecological Significance (WSES)"
"2524"	"PYRA"	"5365"	"Truckee River Wadsworth to Dead Ox- Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1)"
"2525"	"PYRA"	"5366"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life"
"2526"	"PYRA"	"5367"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life, Irrigation (IRRG), Livestock Watering (LSWT)"
"2527"	"PYRA"	"5368"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2"
"2528"	"PYRA"	"5369"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2, Extraordinary Aesthetic Value (EXAV)"
"2529"	"PYRA"	"5370"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life, Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1), REC-2, Wildlife and Wildlife Habitat (WILD)"
"2530"	"PYRA"	"5371"	"Truckee River Dead Ox to Pyramid Lake- Aquatic Life, Water of Special Ecological Significance (WSES)"
"2531"	"PYRA"	"5372"	"Truckee River Dead Ox to Pyramid Lake- Freshwater Replenishment (FRSH), Aquatic Life, Water of Special Ecological Significance (WSES)"
"2532"	"PYRA"	"5373"	"Truckee River Dead Ox to Pyramid Lake- Irrigation (IRRG), Water of Special Ecological Significance (WSES)"
"2533"	"PYRA"	"5374"	"Truckee River Dead Ox to Pyramid Lake- Primary Contact Ceremonial Use (PCCU), Water Contact Recreation (REC1)"
"2534"	"SRM"	"5050"	"surface waters"
"2535"	"SRM"	"5051"	"cold water fisheries"
"2536"	"SRM"	"5052"	"warm water fisheries"
"2537"	"SRM"	"5053"	"domestic water supply"
"2538"	"SRM"	"5054"	"waterbodies used as spawning habitat by cold water fishes (e.g. salmonids)"
"2539"	"SRM"	"5055"	"primary contact recreation and ceremonial use"
"2540"	"SRM"	"5056"	"A, A-S, AA, AA-S water classes"
"2541"	"SRM"	"5057"	"A, A-S, AA, AA-S, B, C, D water classes"
"2542"	"SRM"	"5058"	"A, A-S, AA, AA-S, GA water classes"
"2543"	"SRM"	"5059"	"GA water class"
"2544"	"SRM"	"5060"	"A, A-S, AA, AA-S, B, C water classes"
"2545"	"SRM"	"5061"	"D water class"
"2546"	"SRM"	"5062"	"B, C, D water class"
"2547"	"SRM"	"5063"	"A, AA water class"
"2548"	"SRM"	"5064"	"A, A-S, AA, AA-S, B, C, D water classes: warm water fishery waters"
"2549"	"SRM"	"5065"	"A, A-S, AA, AA-S, B, C, D water classes: cold water fishery waters"
"2550"	"SRM"	"5066"	"Class GA: groundwater effluent limitations"
"2551"	"SEMI"	"4785"	"class I: potable water supply"
"2552"	"SEMI"	"4786"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife"
"2553"	"SEMI"	"4787"	"class III: agricultural purposes"
"2554"	"SEMI"	"4788"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclasses 2-B and 2-C"
"2555"	"SEMI"	"4789"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-B"
"2556"	"SEMI"	"4790"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-C"
"2557"	"SEMI"	"4791"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclasses 2-B and 2-C and class III: agricultural purposes"
"2558"	"SEMI"	"4792"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-C and class III: agricultural purposes"
"2559"	"SEMI"	"4853"	"class I: potable water supply"
"2560"	"SEMI"	"4854"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife"
"2561"	"SEMI"	"4855"	"class III: agricultural purposes"
"2562"	"SEMI"	"4856"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclasses 2-B and 2-C"
"2563"	"SEMI"	"4857"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-B"
"2564"	"SEMI"	"4858"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-C"
"2565"	"SEMI"	"4859"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclasses 2-B and 2-C and class III: agricultural purposes"
"2566"	"SEMI"	"4860"	"class II: recreation, propagation and maintenance of a healthy, well-balanced population of fish and wildlife, subclass 2-C and class III: agricultural purposes"
"2567"	"SPOK"	"5103"	"human health criteria"
"2568"	"SPOK"	"5104"	"aquatic life criteria"
"2569"	"SPOK"	"5105"	"primary contact ceremonial and spiritual uses"
"2570"	"SPOK"	"5106"	"surface waters"
"2571"	"SPOK"	"5107"	"drinking water"
"2572"	"SPOK"	"5108"	"class aa (extraordinary)"
"2573"	"SPOK"	"5109"	"class a (excellent)"
"2574"	"SPOK"	"5110"	"lake class"
"2575"	"SWINO"	"5019"	"fish & shellfish harvesting use"
"2576"	"SWINO"	"5020"	"primary contact use"
"2577"	"SWINO"	"5021"	"surface waters"
"2578"	"SWINO"	"5431"	"salmon and trout fish use"
"2579"	"SWINO"	"5432"	"fish use"
"2580"	"TWNIN"	"4991"	"surface waters"
"2581"	"TWNIN"	"4992"	"warm water habitat (WARM)"
"2582"	"TWNIN"	"4993"	"cold water habitat (COLD)"
"2583"	"TWNIN"	"4994"	"warm and cold water habitat (WARM and COLD)"
"2584"	"TWNIN"	"4995"	"water contact recreation (REC I) "
"2585"	"TWNIN"	"4996"	"non-contact water recreation (REC II)"
"2586"	"TWNIN"	"4997"	"domestic or municipal supply (MUN)"
"2587"	"TWNIN"	"4998"	"primary recreation and shellfish uses"
"2588"	"TWNIN"	"4999"	"organoleptic effect"
"2589"	"UMU"	"4975"	"warm water aquatic life, cold water aquatic life"
"2590"	"UMU"	"4976"	"recreation, primary contact and recreation, secondary contact"
"2591"	"UMU"	"4977"	"Agriculture, irrigation and/or livestock watering"
"2592"	"UMU"	"4978"	"drinking water source, tribal cultural use"
"2593"	"UMU"	"4979"	"industrial use: boilers"
"2594"	"UMU"	"4980"	"warm water aquatic life"
"2595"	"UMU"	"4981"	"cold water aquatic life"
"2596"	"UMU"	"4982"	"Livestock consumption"
"2597"	"UMU"	"4983"	"irrigation"
"2598"	"UMU"	"4984"	"industrial use: construction watering"
"2599"	"UMU"	"4985"	"recreation, primary contact "
"2600"	"UMU"	"4986"	"recreation, secondary contact"
"2601"	"UMU"	"4987"	"tribal cultural use"
"2602"	"UMU"	"4988"	"fish consumption"
"2603"	"UMU"	"4989"	"drinking water source"
"2604"	"UMU"	"4990"	"Ute Canyon (in Mancos River Watershed) site-specific criteria"
"2605"	"WMA"	"4657"	"tribal waters"
"2606"	"WMA"	"4658"	"lakes"
"2607"	"WMA"	"4659"	"stream or lake"
"2608"	"WMA"	"4660"	"surface waters"
"2609"	"WMA"	"4661"	"fish consumption standard for wildlife"
"2610"	"WMA"	"4662"	"fish consumption standard protective of human health"
"2611"	"WMA"	"4663"	"warmwater habitat"
"2612"	"WMA"	"4664"	"marginal coldwater habitat"
"2613"	"WMA"	"4665"	"coldwater habitat, including coldwater fish rearing"
"2614"	"WMA"	"4666"	"high-quality coldwater habitat, including cold water fish hatchery"
"2615"	"WMA"	"4667"	"irrigation"
"2616"	"WMA"	"4668"	"domestic/industrial water supply"
"2617"	"WMA"	"4669"	"untreated drinking water"
"2618"	"WMA"	"4670"	"livestock and wildlife"
"2619"	"WMA"	"4671"	"primary contact"
"2620"	"WMA"	"4672"	"secondary contact recreational use"
"2621"	"WMA"	"4673"	"ceremonial primary contact"
"2622"	"COL"	"4545"	"Class I (Extraordinary)"
"2623"	"COL"	"4546"	"Class II (Excellent)"
"2624"	"COL"	"4547"	"Class III (Good)"
"2625"	"COL"	"4548"	"Class III (Good) - Early life stages"
"2626"	"COL"	"4549"	"Class III (Good) - Other life stages"
"2627"	"COL"	"4550"	"Class IV (Fair)"
"2628"	"COL"	"4551"	"Class IV (Fair) - During periods of salmonid and other fish migration"
"2629"	"COL"	"4552"	"Lake Class"
"2630"	"COL"	"4553"	"Special Resource Water Class (SRW)"
"2631"	"BKFT"	"5415"	"domestic water supply"
"2632"	"BKFT"	"5416"	"class i cold water fishery"
"2633"	"BKFT"	"5417"	"class i cool water propagation"
"2634"	"BKFT"	"5418"	"aquatic life other than fish"
"2635"	"BKFT"	"5419"	"recreational class i"
"2636"	"BKFT"	"5420"	"recreational class ii"
"2637"	"BKFT"	"5421"	"wildlife uses"
"2638"	"BKFT"	"5422"	"agricultural uses"
"2639"	"BKFT"	"5423"	"navigation and industrial uses"
"2640"	"BKFT"	"5424"	"high quality cultural and spiritual waters"
"2641"	"BKFT"	"5425"	"traditional cultural and spiritual waters"
"2642"	"BKFT"	"5426"	"rivers, streams, creeks, and all running waters"
"2643"	"BKFT"	"5427"	"reservoirs, lakes, ponds, springs, and other non-flowing waters"
"2644"	"BKFT"	"5428"	"wetlands"
"2645"	"BKFT"	"5429"	"aquatic life use and domestic water supply use"
"2646"	"BKFT"	"5430"	"class i cold water fishery; class i cool water propagation; aquatic life other than fish"
"2647"	"SUTE"	"5196"	"primary contact recreation"
"2648"	"SUTE"	"5197"	"secondary contact recreation"
"2649"	"SUTE"	"5198"	"aquatic life: cold water"
"2650"	"SUTE"	"5199"	"aquatic life: cool water"
"2651"	"SUTE"	"5200"	"aquatic life: warm water"
"2652"	"SUTE"	"5201"	"aquatic life"
"2653"	"SUTE"	"5202"	"aquatic life: fish tissue (egg-ovary)"
"2654"	"SUTE"	"5203"	"aquatic life: fish tissue (whole body or muscle)"
"2655"	"SUTE"	"5204"	"aquatic life: water column (monthly average exposure)"
"2656"	"SUTE"	"5205"	"water column (intermittent exposure)"
"2657"	"SUTE"	"5206"	"potable water supply"
"2658"	"KDWN"	"5030"	"surface waters"
"2659"	"KDWN"	"5031"	"recreational"
"2660"	"KDWN"	"5032"	"cortina rancheria groundwater"
"2661"	"KDWN"	"5033"	"warm freshwater habitat (WARM)"
"2662"	"RBLMI"	"5383"	"All surface waters"
"2663"	"RBLMI"	"5384"	"Municipal Domestic Supply Use"
"2664"	"RBLMI"	"5385"	"Cultural Use"
"2665"	"RBLMI"	"5386"	"Contact Recreational Use"
"2666"	"RBLMI"	"5387"	"Cold Water Aquatic Habitat Use"
"2667"	"RBLMI"	"5388"	"Warm Water Aquatic Habitat Use"
"2668"	"RBLMI"	"5389"	"Aquatic Life"
"2669"	"RBLMI"	"5390"	"Human Health"
"2670"	"RBLMI"	"5391"	"Primary Contact Recreation"
"2671"	"RBLMI"	"5392"	"Primary Contact Recreation and Municipal Domestic Supply"
"2672"	"KEWE"	"5393"	"Cold Water (CW1)"
"2673"	"KEWE"	"5394"	"Cool Water (CW2)"
"2674"	"KEWE"	"5395"	"Warm Water Aquatic Life (WW)"
"2675"	"KEWE"	"5396"	"Wetlands (T)"
"2676"	"KEWE"	"5397"	"Wildlife Use (W)"
"2677"	"KEWE"	"5398"	"Primary Contact (R1)"
