"area"	"key"	"local"
"1887"	"VT"	"4498"	"all waters other than class a(1) and a(2)"
"1888"	"VT"	"5378"	"Warm Water Fish Habitat: Lakes, Ponds, and Reservoirs not including Riverine Impoundments"
"1889"	"VT"	"5379"	"Warm Water Fish Habitat: Rivers, Streams, Brooks, Creeks, and River Impoundments"
"1890"	"VT"	"5380"	"Lake Memphremagog"
"1891"	"VT"	"5381"	"classes a(1), a(2), b(1), and b(2) lakes, ponds, and reservoirs except for Lake Champlain and Lake Memphremagog"
"1892"	"VT"	"5382"	"class b(1) recreation"
"1893"	"VA"	"2470"	"all surface waters other than public water supply"
"1894"	"VA"	"2487"	"class i: open ocean;class ii: estuarine waters;class iii: nontidal waters;class iv: mountainous zones waters;class v: stockable trout waters;class vi: natural trout waters"
"1895"	"VA"	"2488"	"class vii: swamp waters"
"1896"	"VA"	"2572"	"primary contact recreational use"
"1897"	"VA"	"2573"	"public water supply"
"1898"	"VA"	"2580"	"shallow water submerged aquatic vegetation use (chesapeake bay program)"
"1899"	"VA"	"4003"	"aquatic life"
"1900"	"VA"	"4004"	"range of site-specific criteria"
"1901"	"VA"	"4463"	"tidal James River; range of site-specific criteria"
"1902"	"VA"	"5207"	"shellfish waters"
"1903"	"VA"	"5208"	"other recreational waters"
"1904"	"VA"	"5209"	"Chesapeake Bay and its tidal tributaries"
"1905"	"VA"	"5210"	"Potomac River Basin (Shenandoah River Subbasin)"
"1906"	"VA"	"5211"	"class VI- natural trout waters"
"1907"	"VA"	"5212"	"all waters"
"1908"	"WA"	"2630"	"excellent and good quality"
"1909"	"WA"	"2631"	"extraordinary and excellent quality"
"1910"	"WA"	"2632"	"extraordinary primary contact recreation"
"1911"	"WA"	"2633"	"extraordinary quality"
"1912"	"WA"	"2634"	"fair quality"
"1913"	"WA"	"2635"	"good and fair quality"
"1914"	"WA"	"2636"	"indigenous warm water species"
"1915"	"WA"	"2637"	"lakes"
"1916"	"WA"	"2638"	"non-anadromous interior redband trout"
"1917"	"WA"	"2639"	"primary contact recreation"
"1918"	"WA"	"2642"	"secondary contact recreation"
"1919"	"WA"	"2643"	"shellfish harvesting"
"1920"	"WA"	"2644"	"site-specific criteria"
"1921"	"WA"	"4005"	"aquatic life"
"1922"	"WA"	"4343"	"human health"
"1923"	"WV"	"2646"	"all other uses"
"1924"	"WV"	"2647"	"category a waters"
"1925"	"WV"	"2648"	"category b1 and b4 waters"
"1926"	"WV"	"2649"	"category b2 waters"
"1927"	"WV"	"2650"	"category c waters"
"1928"	"WV"	"2651"	"category d1 waters"
"1929"	"WV"	"2652"	"cool water lakes"
"1930"	"WV"	"2653"	"instream criteria"
"1931"	"WV"	"2654"	"site-specific criteria"
"1932"	"WV"	"2655"	"warm water lakes"
"1933"	"WV"	"5125"	"Kanawha River Main Stem; category b1 and b4 waters"
"1934"	"WV"	"5126"	"Ohio River Main Stem; category b1 and b4 waters"
"1935"	"WV"	"5127"	"Cheat River"
"1936"	"WV"	"5128"	"Fly Ash Run of Daugherty Run"
"1937"	"WV"	"5129"	"Ohio River Main Stem; category a waters"
"1938"	"WV"	"5130"	"Ohio River Main Stem; category c waters"
"1939"	"WV"	"5131"	"Fish Creek tributary from its mouth to the discharge from Conner Run impoundment"
"1940"	"WV"	"5132"	"stretch between the mouth of Little Scary Creek (K-31) and the Little Scary impoundment"
"1941"	"WV"	"5133"	"Marr Branch"
"1942"	"WI"	"2656"	"all other surface water"
"1943"	"WI"	"2657"	"all others"
"1944"	"WI"	"2658"	"all surface waters"
"1945"	"WI"	"2670"	"cold water"
"1946"	"WI"	"2671"	"cold water, warm water sport fish and warm water forage fish (periods with early life stages present)"
"1947"	"WI"	"2672"	"cold water, warm water, sportfish, warm water forage, and limited forage fish"
"1948"	"WI"	"2674"	"cold water categories 1 and 4"
"1949"	"WI"	"2675"	"cold water categories 2  and 3 "
"1950"	"WI"	"2676"	"cold water category 5, warm water sport fish, warm water forage, and limited forage fish"
"1951"	"WI"	"2690"	"limited aquatic life"
"1952"	"WI"	"2692"	"limited forage fish (periods with early life stages present)"
"1953"	"WI"	"2693"	"limited forage fish (periods with eary life stages absent)"
"1954"	"WI"	"2694"	"limited forage fish and limited aquatic life"
"1955"	"WI"	"2702"	"non-public water supply - cold water communities"
"1956"	"WI"	"2703"	"non-public water supply - limited aquatic life"
"1957"	"WI"	"2704"	"non-public water supply - warm water forage, limited forage, and warm water sport fish communities"
"1958"	"WI"	"2712"	"public water supply - cold water communities"
"1959"	"WI"	"2713"	"public water supply - warm water sport fish communities"
"1960"	"WI"	"2714"	"recreational use"
"1961"	"WI"	"2720"	"sportfish, warm water forage, and limited forage fish"
"1962"	"WI"	"2727"	"taste/odor"
"1963"	"WI"	"2731"	"warm water sport fish and warm water forage fish (periods with early life stages absent)"
"1964"	"WI"	"2732"	"warm water sportfish"
"1965"	"WI"	"2733"	"warm water sportfish, warm water forage"
"1966"	"WI"	"2734"	"warm water sportfish, warm water forage, and limited forage fish"
"1967"	"WI"	"2736"	"wildlife criteria"
"1968"	"WI"	"4006"	"aquatic life"
"1969"	"WI"	"4007"	"range of site-specific criteria (rivers/streams)"
"1970"	"WI"	"4008"	"lakes and reservoirs"
"1971"	"WI"	"4009"	"Great Lakes"
"1972"	"WI"	"4423"	"Specified rivers and their impounded flowing waters"
"1973"	"WI"	"4424"	"Streams and their impounded flowing waters"
"1974"	"WI"	"4425"	"Unstratified lakes and reservoirs"
"1975"	"WI"	"4426"	"Stratified drainage lakes and reservoirs"
"1976"	"WI"	"4427"	"Stratified seepage lakes"
"1977"	"WI"	"4428"	"Stratified two-story fishery lakes"
"1978"	"WI"	"4469"	"limited aquatic life; wastewater effluent channels"
"1979"	"WI"	"4470"	"limited forage fish"
"1980"	"WI"	"4471"	"warm water sportfish, warm water forage (unidirectional flow greater than or equal to 200 cfs)"
"1981"	"WI"	"4472"	"warm water sportfish, warm water forage (unidirectional flow less than 200 cfs)"
"1982"	"WI"	"5440"	"site-specific criteria for Castle Rock Lake"
"1983"	"WI"	"5441"	"site-specific criteria for Pentenwell Lake"
"1984"	"WI"	"5442"	"site-specific criteria for Lake Wisconsin"
"1985"	"WI"	"5443"	"site-specific criteria for Lac Courte Oreilles"
"1986"	"WY"	"2740"	"all surface waters"
"1987"	"WY"	"2741"	"class  2b, 2c, 2d, 3 and 4 waters"
"1988"	"WY"	"2742"	"class 1, 2ab and 2a"
"1989"	"WY"	"2743"	"class 1, 2ab, 2b and 2c waters below man-made dams"
"1990"	"WY"	"2744"	"class 3 waters and class 1 and 2 warmwater fisheries"
"1991"	"WY"	"2748"	"high use swimming areas"
"1992"	"WY"	"2749"	"infreqently used full body contact"
"1993"	"WY"	"2750"	"lightly used full body contact"
"1994"	"WY"	"2751"	"moderate full body contact"
"1995"	"WY"	"2752"	"primary contact waters"
"1996"	"WY"	"2753"	"secondary contact waters"
"1997"	"WY"	"4010"	"cold water criteria"
"1998"	"WY"	"4011"	"Class 2C and Warm Water Criteria"
"1999"	"WY"	"4012"	"aquatic life"
"2000"	"WY"	"4013"	"human health"
"2001"	"WY"	"4473"	"cold water fisheries and/or drinking water supplies (Classes 1, 2AB, 2A and 2B)"
"2002"	"WY"	"4474"	"warm water or nongame fisheries (Classes 1, 2AB, 2B and 2C)"
"2003"	"AS"	"5067"	"all territorial and ground waters"
"2004"	"AS"	"5068"	"surface waters"
"2005"	"AS"	"5069"	"all embayments except Pago Pago Harbor, Fagatele Bay, and Pala Lagoon"
"2006"	"AS"	"5070"	"Pago Pago Harbor"
"2007"	"AS"	"5071"	"Fagatele Bay and Pala Lagoon"
"2008"	"AS"	"5072"	"Fagatele Bay"
"2009"	"AS"	"5073"	"Pala Lagoon"
"2010"	"AS"	"5074"	"open coastal waters"
"2011"	"AS"	"5075"	"ocean waters"
"2012"	"CNMI"	"5076"	"surface waters"
"2013"	"CNMI"	"5077"	"Class AA waters"
"2014"	"CNMI"	"5078"	"Class A waters"
"2015"	"CNMI"	"5079"	"Class 1 waters"
"2016"	"CNMI"	"5080"	"Class 1 and Class 2 waters"
"2017"	"CNMI"	"5081"	"Class AA and Class A waters"
"2018"	"CNMI"	"5082"	"Class A and Class 1 waters"
"2019"	"CNMI"	"5083"	"Class 2 waters"
"2020"	"CNMI"	"5084"	"Class AA, A, 1, and 2 waters"
"2021"	"CNMI"	"5085"	"Class AA and Class 1 waters"
"2022"	"CNMI"	"5086"	"Class A and Class 2 waters"
"2023"	"GU"	"5111"	"Category M-1, M-2, M-3, S-1, S-2, and S-3 waters"
"2024"	"GU"	"5112"	"Category S-1, S-2, and S-3 waters"
"2025"	"GU"	"5113"	"Where shellfish are commonly collected for human consumption for category M-1, M-2, M-3, S-1, S-2, and S-3 waters"
"2026"	"GU"	"5114"	"Category M-1, M-2, and M-3 waters"
"2027"	"GU"	"5115"	"Open ocean waters where the depth is substantially greater than the euophotic zone for category M-1, M-3, and M-3 waters"
"2028"	"GU"	"5116"	"Category M-1 and S-1 waters"
"2029"	"GU"	"5117"	"Category M-2 and S-2 waters"
"2030"	"GU"	"5118"	"Category M-3 and S-3 waters"
"2031"	"GU"	"5119"	"Category M-1, M-2, and M-3 estuarine waters and wetlands"
"2032"	"GU"	"5120"	"freshwater sources and wetlands"
"2033"	"GU"	"5121"	"Category M-2, M-3, S-2, and S-3 waters"
"2034"	"GU"	"5122"	"Category S-1 and S-2 waters"
"2035"	"GU"	"5123"	"Category M-1, M-2, M-3, and S-3 waters"
"2036"	"GU"	"5124"	"surface waters"
"2037"	"PR"	"5087"	"surface waters"
"2038"	"PR"	"5088"	"class SB waters"
"2039"	"PR"	"5089"	"class SD waters"
"2040"	"PR"	"5090"	"class SG waters"
"2041"	"PR"	"5091"	"class SB waters- drinking water"
"2042"	"PR"	"5092"	"class SD waters- drinking water"
"2043"	"PR"	"5093"	"class SG waters- drinking water"
"2044"	"VI"	"5172"	"class of inland fresh waters (IF) and inland brackish or saline waters (IBS)"
"2045"	"VI"	"5173"	"marine and coastal waters- class a"
"2046"	"VI"	"5174"	"class b waters"
"2047"	"VI"	"5175"	"class c waters"
"2048"	"VI"	"5176"	"class of inland fresh waters (IF) and inland groundwaters (IG) "
"2049"	"VI"	"5177"	"class of inland brackish or saline (IBS), class a, class b, and class b waters"
"2050"	"VI"	"5178"	"surface waters"
"2051"	"VI"	"5179"	"potable water source"
"2052"	"VI"	"5180"	"marine and coastal waters - class a: areas where coral reef ecosystems are located"
"2053"	"VI"	"5181"	"class b waters: areas where coral reef ecosystems are located"
"2054"	"VI"	"5182"	"class c waters: areas where coral reef ecosystems are located"
"2055"	"VI"	"5183"	"all waters except ones designated and currently used as potable water source"
"2056"	"ASFP"	"4793"	"surface waters"
"2057"	"ASFP"	"4794"	"A-1, B-1, B-2, C-1, and C-2"
"2058"	"ASFP"	"4795"	"B-3, C-3, and I"
"2059"	"ASFP"	"4796"	"recreational primary contact"
"2060"	"ASFP"	"4797"	"recreational secondary contact"
"2061"	"ASFP"	"4798"	"class 1 cool water"
"2062"	"ASFP"	"4799"	"class 1 warm water"
"2063"	"ASFP"	"4800"	"class 2 cool water"
"2064"	"ASFP"	"4801"	"class 2 warm water"
"2065"	"ASFP"	"4802"	"domestic water supply"
"2066"	"ASFP"	"4803"	"livestock agricultural use"
"2067"	"ASFP"	"4804"	"irrigation agircultural use"
"2068"	"BRBCHP"	"4923"	"all waters"
"2069"	"BRBCHP"	"4924"	"cold water fishery"
"2070"	"BRBCHP"	"4925"	"cold water fishery- where early life stages of cold water fish occur"
"2071"	"BRBCHP"	"4926"	"aquatic life and fish (a)"
"2072"	"BRBCHP"	"4927"	"human health criteria (cancer values)- drinking"
"2073"	"BRBCHP"	"4928"	"human health criteria (cancer values)- nondrinking"
"2074"	"BRBCHP"	"4929"	"human health criteria (noncancer values)- drinking"
"2075"	"BRBCHP"	"4930"	"human health criteria (noncancer values)- nondrinking"
"2076"	"BRBCHP"	"4931"	"wildlife (w2)"
"2077"	"BPP"	"4861"	"waters designated as cold freshwater habitat (COLD); cold freshwater habitat with spawning, reproduction, and development (COLD with SPWN); and cold freshwater habitat (COLD with MIGR (salmonids or other sensitive coldwater species present))"
"2078"	"BPP"	"4862"	"surface waters"
"2079"	"BPP"	"4863"	"waters designated as cold freshwater habitat (COLD) and warm freshwater habitat (WARM)"
"2080"	"BPP"	"4864"	"municipal and domestic supply"
"2081"	"BPP"	"4865"	"waters designated as cold freshwater habitat (COLD)"
"2082"	"BPP"	"4866"	"waters designated as cold freshwater habitat with spawning, reproduction, and development (COLD with SPWN)"
"2083"	"BPP"	"4867"	"waters designated as warm freshwater habitat (WARM)"
"2084"	"BPP"	"4868"	"waters designated as warm freshwater habitat with spawning, reproduction, and development (WARM with SPWN)"
"2085"	"BPT"	"4723"	"surface waters"
"2086"	"BPT"	"4724"	"acceptable swimming associated gastroenteritis"
"2087"	"BPT"	"4725"	"steady state geometric mean indicator density"
"2088"	"BPT"	"4726"	"designed beach area"
"2089"	"BPT"	"4727"	"moderate full body contact recreation"
"2090"	"BPT"	"4728"	"lightly used full body contact recreation"
"2091"	"BPT"	"4729"	"infrequently used full body contact recreation"
"2092"	"BPT"	"4730"	"Cold Freshwater Habitat (COLD) or Warm Freshwater Habitat (WARM)"
"2093"	"BPT"	"4731"	"natural high quality waters"
"2094"	"BPT"	"4732"	"Warm Freshwater Habitat (WARM)"
"2095"	"BPT"	"4733"	"fisheries management activities using the fish toxicant rotenone"
"2096"	"BPT"	"4734"	"groundwater"
"2097"	"BPT"	"4735"	"N. Fork Bishop Creek"
"2098"	"BPT"	"4736"	"S. Fork Bishop Creek"
"2099"	"BPT"	"4737"	"Cold freshwater habitat and spawning, reproduction, and development (COLD & SPWN)"
"2100"	"BPT"	"4738"	"Cold freshwater habitat (COLD)"
"2101"	"BPT"	"4739"	"groundwater designated as municipal and domestic supply (MUN)"
"2102"	"BPT"	"4740"	"waters designated as cold freshwater habitat(COLD); cold freshwater habitat with spawning, reproduction, and development (COLD with SPWN); and cold freshwater habitat with migration of aquatic organisms [COLD with MIGR (salmonids or other sensitive coldwater species present)]"
"2103"	"CDA"	"4932"	"aquatic life, recreation and cultural or domestic water supply use"
"2104"	"CDA"	"4933"	"reservation TAS waters"
"2105"	"CDA"	"4934"	"domestic water supply"
"2106"	"CDA"	"4935"	"agricultural water supply"
"2107"	"CDA"	"4936"	"recreational, and cultural water uses"
"2108"	"CDA"	"4937"	"aquatic life uses- bull trout and cutthroat trout"
"2109"	"CDA"	"4938"	"aquatic life use"
"2110"	"SKT"	"4593"	"A-Closed"
"2111"	"SKT"	"4594"	"A-1"
"2112"	"SKT"	"4595"	"B-1"
"2113"	"SKT"	"4596"	"B-2"
"2114"	"SKT"	"4597"	"B-3"
"2115"	"SKT"	"4598"	"C-1"
"2116"	"SKT"	"4599"	"C-2"
"2117"	"SKT"	"4600"	"C-3"
"2118"	"SKT"	"4601"	"surface waters"
"2119"	"SKT"	"4602"	"A-1, B-1, B-2, C-1, and C-2"
"2120"	"SKT"	"4603"	"B-3 and C-3"
"2121"	"SKT"	"4604"	"water supply designated use"
"2122"	"CHE"	"4617"	"Class AA surface waters"
"2123"	"CHE"	"4618"	"Class A surface waters"
"2124"	"CHE"	"4619"	"Class B surface waters"
"2125"	"CHE"	"4620"	"surface waters"
"2126"	"CHE"	"4621"	"Class AA and A surface waters"
"2127"	"CHE"	"4622"	"Class B surface waters"
"2128"	"UMA"	"4646"	"surface waters"
"2129"	"UMA"	"4647"	"salmon spawning"
"2130"	"UMA"	"4648"	"salmon spawning, egg incubation, and fry emergence"
"2131"	"UMA"	"4649"	"cold-water aquatic life"
"2132"	"UMA"	"4650"	"cool-water aquatic life"
"2133"	"UMA"	"4651"	"salmonid fish rearing"
"2134"	"UMA"	"4652"	"viability of bull trout"
"2135"	"UMA"	"4653"	"hatchery receiving waters"
"2136"	"UMA"	"4654"	"lake class"
"2137"	"UMA"	"4655"	"lakes, reservoirs, and streams except for ponds and reservoirs less than 10 acres in surface area and marshes"
"2138"	"UMA"	"4656"	"Umatilla River and tributaries"
"2139"	"WST"	"4805"	"water boodies providing salmonid spawning during the periods from spawning until fry emergence from the gravels"
"2140"	"WST"	"4806"	"water bodies providing cold-water aquatic life"
"2141"	"WST"	"4807"	"water bodies providing cool-water aquatic life"
"2142"	"WST"	"4808"	"surface waters"
"2143"	"WST"	"4809"	"hatchery receiving waters and waters of less than two feet in depth"
"2144"	"WST"	"4810"	"Deschutes River Basin on the Reservation"
"2145"	"WST"	"4811"	"Clackamas and Santiam River Basins on the Reservation"
"2146"	"WST"	"4812"	"drinking water"
"2147"	"WST"	"4813"	"salmonid fish rearing"
"2148"	"WST"	"4814"	"native salmonid spawning, egg incubation, and fry emergence from the egg and from the gravels"
"2149"	"WST"	"4815"	"viability of native Oregon bull trout"
"2150"	"WST"	"4816"	"Deschutes River Basin on the Reservation, domestic water sources"
"2151"	"WST"	"4817"	"Deschutes River downstream from the Reservation boundary to the Pelton Regulating Dam (river mile 100)"
"2152"	"WST"	"4818"	"Deschutes from the Pelton Regulating Dam (river mile 100) downstream to the point where it flows off the Warm Springs Reservation"
"2153"	"WST"	"4819"	"Tributaries to the Deschutes River on the Reservation"
"2154"	"WST"	"4820"	"Metolius River downstream from the Reservation boundary and its’ tributaries on the Reservation"
"2155"	"WST"	"4821"	"Tributaries to the Clackamas and Santiam Rivers on the Reservation"
"2156"	"WST"	"4822"	"salmonid spawning"
"2157"	"WST"	"4823"	"cold water"
"2158"	"WST"	"4824"	"cool water"
"2159"	"EBCI"	"5022"	"surface water"
"2160"	"EBCI"	"5023"	"cold-water aquatic habitat use (CAH)  "
"2161"	"EBCI"	"5024"	"cold-water aquatic habitat use (CAH) or public water supply use (PWS)"
"2162"	"EBCI"	"5025"	"ceremonial use"
"2163"	"EBCI"	"5026"	"public water supply use"
"2164"	"EBCI"	"5027"	"recreation use"
"2165"	"EBCI"	"5028"	"cold-water aquatic habitat"
"2166"	"EBCI"	"5029"	"warm-water aquatic habitat"
"2167"	"FDL"	"4825"	"surface waters"
"2168"	"FDL"	"4826"	"cold water fisheries"
"2169"	"FDL"	"4827"	"A, B, C1, D1, and D2 designated use waters"
"2170"	"FDL"	"4828"	"A, B, C2, D1, D2, and I designated use waters"
"2171"	"FDL"	"4829"	"B, C2, C3, D1, D2, and I designated use waters"
"2172"	"FDL"	"4830"	"D1 and D2 designated use waters"
"2173"	"FDL"	"4831"	"site-specific primary fisheries lakes"
"2174"	"FDL"	"4832"	"wild rice growth"
"2175"	"GPCHMN"	"5034"	"surface waters"
"2176"	"GPCHMN"	"5035"	"wild rice habitats"
"2177"	"GPCHMN"	"5036"	"coldwater fisheries"
"2178"	"GPCHMN"	"5037"	"warm water fisheries"
"2179"	"GPCHMN"	"5038"	"beaches"
"2180"	"GPCHMN"	"5039"	"grand portage bay: aquatic life, subsistence fishing"
"2181"	"GPCHMN"	"5040"	"grand portage bay: wildlife "
"2182"	"HOOP"	"4623"	"Municipal and Domestic Supply (MUN): surface waters within the Trinity River"
"2183"	"HOOP"	"4624"	"other designated uses besides municipal and domestic supply in surface waters within the Trinity River"
"2184"	"HOOP"	"4625"	"Klamath River"
"2185"	"HOOP"	"4626"	"protection of threatened and endangered fish species in cold freshwater habitat"
"2186"	"HOOP"	"4627"	"domestic or municipal supply"
"2187"	"HOOP"	"4628"	"Municipal and Domestic Supply (MUN), Cultural (CUL), Preservation of Threatened and Endangered Species (T&E), Preservation of Areas of Special Biological significance (BIOL), Cold Freshwater Habitat (COLD), Fish Spawning (SPWN), Wildlife habitat (WILD) and/or Contact Recreation (REC-1)"
"2188"	"HOOP"	"4629"	"Trinity River and other Reservation Tributaries with the following desingated uses: Municipal and Domestic Supply (MUN), Cultural (CUL), Preservation of Threatened and Endangered Species (T&E), Preservation of Areas of Special Biological significance (BIOL), Cold Freshwater Habitat (COLD), Fish Spawning (SPWN), Wildlife habitat (WILD) and/or Contact Recreation (REC-1)"
"2189"	"HOOP"	"4630"	"Klamath River Cold Freshwater Habitat (COLD)"
"2190"	"HOOP"	"4631"	"Klamath River Fish Spawning (SPWN)"
"2191"	"HOOP"	"4632"	"Klamath River, Trinity River, and other Reservation Tributaries with the following designated uses: Municipal and Domestic Supply (MUN), Cultural (CUL), Preservation of Threatened and Endangered Species (T&E), Preservation of Areas of Special Biological significance (BIOL), Cold Freshwater Habitat (COLD), Fish Spawning (SPWN), Wildlife habitat (WILD) and/or Contact Recreation (REC-1)"
"2192"	"HOOP"	"4633"	"Klamath River with the following designated uses: Municipal and Domestic Supply (MUN), Cultural (CUL), Preservation of Threatened and Endangered Species (T&E), Preservation of Areas of Special Biological significance (BIOL), Cold Freshwater Habitat (COLD), Fish Spawning (SPWN), Wildlife habitat (WILD) and/or Contact Recreation (REC-1)"
"2193"	"HOOP"	"4634"	"Trinity River Municipal and Domestic Supply (MUN)"
"2194"	"HOOP"	"4635"	"Trinity River Cultural (CUL), Preservation of Threatened and Endangered Species (T&E), Preservation of Areas of Special Biological significance (BIOL), Cold Freshwater Habitat (COLD), Fish Spawning (SPWN), Wildlife habitat (WILD) and/or Contact Recreation (REC-1)"
"2195"	"HOOP"	"4636"	"Klamath River, drinking water"
"2196"	"HOOP"	"4637"	"Klamath River, recreational water"
"2197"	"HOOP"	"4638"	"reservation tributary temperature criteria (MWAT); adult holding/coho inclubation &/spawning/smoltification"
"2198"	"HOOP"	"4639"	"reservation tributary temperature criteria (MWAT); adult holding/peak temperatures according to hoopa tribal data"
"2199"	"HOOP"	"4640"	"reservation tributary temperature criteria (MWAT); adult holding"
"2200"	"HOOP"	"4641"	"reservation tributary temperature criteria (MWAT); adult holding/spawning"
"2201"	"HOOP"	"4642"	"reservation tributary temperature criteria (MWAT); adult incubation & (including coho)/smoltification/spawning"
"2202"	"HOOP"	"4643"	"surface water used for domestic or municipal supply"
"2203"	"HOOP"	"4644"	"Klamath River Cold Freshwater Habitat (COLD) and Fish Spawning (SPWN)"
"2204"	"HOOP"	"4645"	"Trinity River"
"2205"	"HPI"	"4741"	"surface waters"
"2206"	"HPI"	"4742"	"aquatic and wildlife (warmwater habitat)"
"2207"	"HPI"	"4743"	"aquatic and wildlife (ephemeral)"
"2208"	"HPI"	"4744"	"fish consumption"
"2209"	"HPI"	"4745"	"domestic water source (dws) and groundwater recharge (gwr)"
"2210"	"HPI"	"4746"	"primary contact ceremonial (pcc)"
"2211"	"HPI"	"4747"	"agricultural irrigation (agi)"
"2212"	"HPI"	"4748"	"agricultural livestock watering (agl)"
"2213"	"HPI"	"4749"	"full body contact (fbc)"
"2214"	"HPI"	"4750"	"partial body contact (pbc)"
"2215"	"HPI"	"4751"	"domestic water source (dws) + fish consumption (fc), groundwater recharge (gwr), and primary contact ceremonial (pcc)"
"2216"	"HUAL"	"4833"	"full body contact and outstanding tribal resource waters"
"2217"	"HUAL"	"4834"	"partial body contact use"
"2218"	"HUAL"	"4835"	"aquatic and wildlife (coldwater fishery)"
"2219"	"HUAL"	"4836"	"aquatic and wildlife (warmwater fishery)"
"2220"	"HUAL"	"4837"	"outstanding tribal resource waters"
"2221"	"HUAL"	"4838"	"aquatic and wildlife"
"2222"	"HUAL"	"4839"	"lower main stem of the Colorado River: below Hoover Dam"
"2223"	"HUAL"	"4840"	"lower main stem of the Colorado River: below Parker Dam"
"2224"	"HUAL"	"4841"	"lower main stem of the Colorado River: at Imperial Dam"
"2225"	"HUAL"	"4842"	"aquatic and wildlife (ephermeral)"
"2226"	"HUAL"	"4843"	"aquatic and wildlife (effluent dependent water)"
"2227"	"HUAL"	"4844"	"domestic water source"
"2228"	"HUAL"	"4845"	"fish consumption"
"2229"	"HUAL"	"4846"	"full body contact"
"2230"	"HUAL"	"4847"	"partial body contact"
"2231"	"HUAL"	"4848"	"agricultural irrigation"
"2232"	"HUAL"	"4849"	"agricultural use/livestock watering"
"2233"	"HUAL"	"4850"	"frequent body contact"
"2234"	"HUAL"	"4851"	"infrequent body contact"
"2235"	"HUAL"	"4852"	"surface water"
"2236"	"KALI"	"4715"	"surface waters"
"2237"	"KALI"	"4716"	"mixing zones"
"2238"	"KALI"	"4717"	"brown trout spawning"
"2239"	"KALI"	"4718"	"adult salmonid migration"
"2240"	"KALI"	"4719"	"primary contact recreation"
"2241"	"KALI"	"4720"	"agricultural water supply"
"2242"	"KALI"	"4721"	"wildlife habitat and hunting"
"2243"	"KALI"	"4722"	"ceremonial and cultural use"
"2244"	"KALI"	"5326"	"cutthroat and brown trout spawning, incubation, and rearing"
"2245"	"LACDU"	"4965"	"surface waters"
"2246"	"LACDU"	"4966"	"lakes and rivers used for swimming or submergence (primary water contact use)"
"2247"	"LACDU"	"4967"	"intermitten streams and streams surrounded by sedge meadows, shallow lakes surrounded by floating sedge and peat mats, wetlands and bogs that are infrequently used for swimming or submergence (secondary water contact use)"
"2248"	"LACDU"	"4968"	"cold water fishery use"
"2249"	"LACDU"	"4969"	"wildlife protection"
"2250"	"LACDU"	"4970"	"water contact"
"2251"	"LACDU"	"4971"	"protection of wild rice"
"2252"	"LACDU"	"4972"	"protection of fish and aquatic life"
"2253"	"LACDU"	"4973"	"protection of water supply"
"2254"	"LACDU"	"4974"	"cool water fisheries"
"2255"	"LUM"	"4869"	"class aa waters"
"2256"	"LUM"	"4870"	"class a (excellent) waters"
"2257"	"LUM"	"4871"	"class b (good)"
"2258"	"LUM"	"4872"	"lake class"
"2259"	"LUM"	"4873"	"lake class- ultra-oligotrophic"
"2260"	"LUM"	"4874"	"lake class- oligotrophic"
"2261"	"LUM"	"4875"	"lake class- lower mesotrophic"
"2262"	"LUM"	"4876"	"surface waters"
"2263"	"MAKA"	"4752"	"aquatic life freshwater temperature criteria"
"2264"	"MAKA"	"4753"	"preventing acute lethality and barriers to migration of salmonids"
"2265"	"MAKA"	"4754"	"lethality to developing fish embryos"
"2266"	"MAKA"	"4755"	"salmon and trout spawning"
"2267"	"MAKA"	"4756"	"salmon and trout rearing and migration"
"2268"	"MAKA"	"4757"	"surface waters"
"2269"	"MAKA"	"4758"	"primary contact recreation"
"2270"	"MAKA"	"4759"	"secondary contact recreation"
"2271"	"MAKA"	"4760"	"extrodinary quality"
"2272"	"MAKA"	"4761"	"excellent quality"
"2273"	"MAKA"	"4762"	"good quality"
"2274"	"MAKA"	"4763"	"recreation uses"
"2275"	"MAKA"	"4764"	"organoleptic effect"
"2276"	"MAKA"	"4765"	"primary contact recreation - lakes"
"2277"	"MAKA"	"4766"	"secondary contact recreation - lakes"
"2278"	"MICC"	"4674"	"surface waters"
"2279"	"MICC"	"4675"	"class I and class III-a waters"
"2280"	"MICC"	"4676"	"class III-A"
"2281"	"MICC"	"4677"	"class 1 (potable waters), tribal public health goal"
"2282"	"MICC"	"4678"	"class 1 (potable waters), standards MCL"
"2283"	"MICC"	"4679"	"class III-a and class III-b waters"
"2284"	"MICC"	"4680"	"non priority pollutants"
"2285"	"MICC"	"4681"	"freshwater MCL"
"2286"	"MICC"	"4682"	"organoleptic effects"
"2287"	"NAV"	"4877"	"primary human contact"
"2288"	"NAV"	"4878"	"agricultural water supply"
"2289"	"NAV"	"4879"	"aquatic and wildlife habitat (cold water)"
"2290"	"NAV"	"4880"	"aquatic and wildlife habitat (warm water)"
"2291"	"NAV"	"4881"	"domestic water supply"
"2292"	"NAV"	"4882"	"secondary human contact"
"2293"	"NAV"	"4883"	"primary human contact, secondary human cotnact, and aquatic and wildlife habitat"
"2294"	"NAV"	"4884"	"livestock watering"
"2295"	"NAV"	"4885"	"surface waters"
"2296"	"NAV"	"4886"	"aquatic and wildlife habitat"
"2297"	"NAV"	"4887"	"fish consumption"
"2298"	"NCHY"	"4939"	"wetlands containing culturally significant wetland plant species"
"2299"	"NCHY"	"4940"	"surface waters"
